1 2 3 7 0
1 2 3 8 0
1 2 3 14 0
1 2 3 18 0
1 2 3 26 0
1 2 3 30 0
1 2 6 0
1 2 7 10 0
1 2 7 11 0
1 2 7 15 0
1 2 7 16 0
1 2 7 17 0
1 2 7 23 0
1 2 7 27 0
1 2 8 10 0
1 2 8 11 0
1 2 8 15 0
1 2 8 16 0
1 2 8 17 0
1 2 8 23 0
1 2 8 27 0
1 2 10 14 0
1 2 10 18 0
1 2 10 26 0
1 2 10 30 0
1 2 11 14 0
1 2 11 18 0
1 2 11 26 0
1 2 11 30 0
1 2 14 15 0
1 2 14 16 0
1 2 14 17 0
1 2 14 23 0
1 2 14 27 0
1 2 15 18 0
1 2 15 26 0
1 2 15 30 0
1 2 16 18 0
1 2 16 26 0
1 2 16 30 0
1 2 17 18 0
1 2 17 26 0
1 2 18 23 0
1 2 18 27 0
1 2 23 26 0
1 2 23 30 0
1 2 26 27 0
1 2 27 30 0
1 2 29 0
1 3 5 7 0
1 3 5 8 0
1 3 5 14 0
1 3 5 18 0
1 3 5 26 0
1 3 5 29 0
1 3 5 30 0
1 3 6 15 0
5 10 12 21 26 0
5 10 12 30 0
5 10 13 14 21 0
5 10 13 14 22 0
5 10 13 14 28 0
5 10 13 18 21 0
5 10 13 18 22 0
5 10 13 21 26 0
5 10 13 22 26 0
5 10 13 30 0
5 10 14 17 0
5 10 14 22 25 0
5 10 14 25 28 0
5 10 15 25 26 0
5 10 15 25 29 0
5 10 17 21 26 0
5 10 17 21 29 0
5 10 17 25 26 0
5 10 17 25 29 0
5 10 18 21 25 0
5 10 18 22 25 0
5 10 18 25 28 0
5 10 21 25 29 0
5 10 21 30 0
5 10 22 25 26 0
5 10 22 30 0
5 10 25 26 28 0
5 10 25 28 29 0
5 10 25 30 0
5 10 26 30 0
5 11 13 14 22 0
5 11 13 14 28 0
5 11 13 18 21 0
5 11 13 18 22 0
5 11 13 22 26 0
5 11 13 25 26 28 0
5 11 13 30 0
5 11 14 22 25 0
5 11 14 24 25 28 0
5 11 18 21 25 0
5 11 18 22 25 0
5 11 18 25 28 0
5 11 22 25 26 0
5 11 22 30 0
5 11 24 25 26 28 0
5 11 25 30 0
5 11 26 30 0
5 12 14 15 0
5 12 14 16 21 0
5 12 14 17 0
5 12 14 21 23 0
5 12 14 21 27 0
5 12 15 26 0
5 12 15 29 0
5 12 15 30 0
5 12 16 21 26 0
5 12 16 30 0
5 12 17 26 0
5 12 17 29 0
5 12 21 23 26 0
5 12 21 26 27 0
5 12 21 29 0
5 12 23 30 0
5 12 27 30 0
5 13 14 15 0
5 13 14 16 21 0
5 13 14 16 22 0
5 13 14 16 28 0
5 13 14 17 0
5 13 14 21 23 0
5 13 14 21 27 0
5 13 14 22 23 0
5 13 14 23 28 0
5 13 15 18 22 0
5 13 15 21 26 0
5 13 15 22 26 0
5 13 15 25 26 0
5 13 15 25 29 0
5 13 15 30 0
5 13 16 18 22 0
5 13 16 21 26 0
5 13 16 22 26 0
5 13 16 25 26 28 0
5 13 16 30 0
5 13 17 21 26 0
5 13 17 25 26 0
5 13 17 25 29 0
5 13 18 21 23 0
5 13 18 21 27 0
5 13 18 22 23 0
5 13 21 23 26 0
5 13 21 26 27 0
5 13 21 29 0
5 13 22 23 26 0
5 13 22 29 0
5 13 23 25 26 28 0
5 13 23 30 0
5 13 25 28 29 0
5 13 27 30 0
5 14 16 22 25 0
5 14 16 24 25 28 0
5 14 17 18 0
5 14 17 22 0
5 14 17 24 0
5 14 22 23 25 0
5 14 23 24 25 28 0
5 15 18 25 0
5 15 21 30 0
5 15 22 25 26 0
5 15 22 30 0
5 15 25 30 0
5 15 26 30 0
5 16 18 22 25 0
5 16 18 25 28 0
5 16 21 30 0
5 16 22 25 26 0
5 16 22 30 0
5 16 24 25 26 28 0
5 16 25 30 0
5 16 26 30 0
5 17 18 21 0
5 17 18 22 0
5 17 18 25 0
5 17 21 24 26 0
5 17 21 24 29 0
5 17 22 26 0
5 17 24 25 26 0
5 17 24 25 29 0
5 17 30 0
5 18 21 23 25 0
5 18 21 25 27 0
5 18 21 25 29 0
5 18 22 23 25 0
5 18 23 25 28 0
5 18 25 27 28 0
5 18 25 28 29 0
5 21 23 30 0
5 21 24 25 29 0
5 21 27 30 0
5 22 23 25 26 0
5 22 23 30 0
5 22 25 29 0
5 23 24 25 26 28 0
5 23 25 30 0
5 23 26 30 0
5 24 25 28 29 0
5 26 27 30 0
5 29 30 0
6 7 8 0
6 7 15 0
6 7 27 0
6 7 29 0
6 8 9 0
6 8 13 0
6 8 17 0
6 8 22 0
6 8 25 0
6 8 26 0
6 8 29 0
6 9 14 15 0
6 9 15 19 0
6 9 15 24 0
6 9 15 28 0
6 9 27 0
6 12 0
6 13 14 15 0
6 13 15 19 0
6 13 15 24 0
6 13 15 28 0
6 13 27 0
6 14 15 22 0
6 14 15 25 0
6 14 15 26 0
6 14 29 0
6 15 17 0
6 15 19 22 0
6 15 19 25 0
6 15 19 26 0
6 15 22 24 0
6 15 22 28 0
6 15 24 25 0
6 15 24 26 0
6 15 25 28 0
6 15 26 28 0
6 17 27 0
6 17 29 0
6 19 29 0
6 21 0
6 22 27 0
6 24 29 0
6 25 27 0
6 26 27 0
6 27 29 0
6 28 29 0
7 8 10 13 14 0
7 8 10 13 20 0
7 8 10 13 26 0
7 8 10 14 17 0
7 8 10 14 25 0
7 8 10 15 17 0
7 8 10 16 17 0
7 8 10 16 25 0
7 8 10 17 20 0
7 8 10 17 26 0
7 8 10 20 25 0
7 8 10 25 26 0
7 8 10 30 0
7 8 11 13 14 0
7 8 11 13 20 0
7 8 11 13 26 0
7 8 11 14 18 25 0
7 8 11 14 24 25 0
7 8 11 18 20 25 0
7 8 11 18 25 26 0
7 8 11 20 24 25 0
7 8 11 24 25 26 0
7 8 11 30 0
7 8 13 14 17 0
7 8 13 14 23 0
7 8 13 15 0
7 8 13 16 0
7 8 13 17 20 0
7 8 13 17 26 0
7 8 13 20 23 0
7 8 13 20 27 0
7 8 13 20 29 0
7 8 13 23 26 0
7 8 13 26 27 0
7 8 13 26 29 0
7 8 14 17 24 0
7 8 14 18 23 25 0
7 8 14 23 24 25 0
7 8 15 17 24 0
7 8 16 17 24 0
7 8 16 18 25 0
7 8 16 24 25 0
7 8 16 30 0
7 8 17 20 24 0
7 8 17 24 26 0
7 8 17 30 0
7 8 18 20 23 25 0
7 8 18 23 25 26 0
7 8 20 23 24 25 0
7 8 23 24 25 26 0
7 8 23 30 0
7 10 12 0
7 10 13 14 21 0
7 10 13 20 21 0
7 10 13 21 22 0
7 10 13 21 26 0
7 10 14 15 17 0
7 10 14 17 21 0
7 10 14 17 27 0
7 10 14 17 29 0
7 10 14 25 27 0
7 10 14 25 29 0
7 10 15 17 21 0
7 10 15 25 0
7 10 16 17 21 0
7 10 16 21 25 0
7 10 16 25 27 0
7 10 16 25 29 0
7 10 17 20 21 0
7 10 17 21 26 0
7 10 20 21 25 0
7 10 20 25 27 0
7 10 20 25 29 0
7 10 21 22 25 0
7 10 21 30 0
7 10 25 26 27 0
7 10 25 26 29 0
7 11 12 0
7 11 13 20 21 0
7 11 13 21 22 0
7 11 20 21 24 25 0
7 11 21 22 25 0
7 12 15 0
7 12 16 0
7 12 17 0
7 12 23 0
7 12 27 0
7 12 29 0
7 13 14 15 0
7 13 14 17 21 0
7 13 14 21 23 0
7 13 14 27 0
7 13 14 29 0
7 13 15 21 0
7 13 15 22 0
7 13 15 25 0
7 13 16 21 0
7 13 16 25 27 0
7 13 16 25 29 0
7 13 17 20 21 0
7 13 17 21 26 0
7 13 20 21 23 0
7 13 20 21 27 0
7 13 20 21 29 0
7 13 20 25 27 0
7 13 20 25 29 0
7 13 21 22 23 0
7 13 21 23 26 0
7 13 21 26 27 0
7 13 21 26 29 0
7 13 22 27 0
7 13 22 29 0
7 13 25 26 27 0
7 13 25 26 29 0
7 14 15 17 24 0
7 14 17 21 24 0
7 14 17 24 27 0
7 14 17 24 29 0
7 14 18 25 27 0
7 14 18 25 29 0
7 14 24 25 27 0
7 14 24 25 29 0
7 15 17 21 24 0
7 15 17 22 0
7 15 18 25 0
7 15 22 25 0
7 15 24 25 0
7 15 30 0
7 16 17 21 24 0
7 16 18 25 27 0
7 16 18 25 29 0
7 16 21 22 25 0
7 16 21 24 25 0
7 16 21 30 0
7 16 24 25 27 0
7 16 24 25 29 0
7 17 20 21 24 0
7 17 21 22 0
7 17 21 24 26 0
7 17 21 30 0
7 17 22 27 0
7 18 20 25 27 0
7 18 20 25 29 0
7 18 25 26 27 0
7 18 25 26 29 0
7 20 21 23 24 25 0
7 20 24 25 27 0
7 20 24 25 29 0
7 21 22 23 25 0
7 21 23 30 0
7 22 25 27 0
7 22 25 29 0
7 24 25 26 27 0
7 24 25 26 29 0
7 27 30 0
7 29 30 0
8 9 10 12 21 0
8 9 10 13 20 21 0
8 9 10 14 17 0
8 9 10 15 17 0
8 9 10 16 17 0
8 9 10 17 20 0
8 9 10 17 26 0
8 9 10 30 0
8 9 11 30 0
8 9 12 15 0
8 9 12 16 21 0
8 9 12 17 0
8 9 12 21 23 0
8 9 12 21 27 0
8 9 13 14 17 0
8 9 13 15 0
8 9 13 16 17 0
8 9 13 16 21 0
8 9 13 17 20 0
8 9 13 17 26 0
8 9 13 20 21 23 0
8 9 13 20 21 27 0
8 9 14 17 24 0
8 9 15 17 24 0
8 9 15 30 0
8 9 16 17 24 0
8 9 16 30 0
8 9 17 20 24 0
8 9 17 24 26 0
8 9 17 30 0
8 9 23 30 0
8 9 29 30 0
8 10 11 14 17 0
8 10 11 15 17 0
8 10 11 16 17 0
8 10 11 17 20 0
8 10 11 17 26 0
8 10 12 21 25 0
8 10 12 22 0
8 10 12 28 0
8 10 13 14 28 0
8 10 13 18 30 0
8 10 13 20 28 0
8 10 13 22 0
8 10 13 26 28 0
8 10 13 28 30 0
8 10 14 17 25 0
8 10 14 17 28 0
8 10 14 25 28 0
8 10 15 17 28 0
8 10 15 25 0
8 10 16 17 25 0
8 10 16 17 28 0
8 10 16 21 25 0
8 10 16 25 28 0
8 10 17 20 25 0
8 10 17 20 28 0
8 10 17 25 26 0
8 10 17 26 28 0
8 10 18 26 30 0
8 10 20 21 25 0
8 10 20 25 28 0
8 10 22 25 0
8 10 22 30 0
8 10 25 26 28 0
8 10 25 30 0
8 10 26 28 30 0
8 11 12 15 0
8 11 12 17 0
8 11 12 21 0
8 11 12 22 0
8 11 12 28 0
8 11 13 14 17 0
8 11 13 14 28 0
8 11 13 15 0
8 11 13 16 17 0
8 11 13 16 21 0
8 11 13 17 20 0
8 11 13 17 26 0
8 11 13 20 21 0
8 11 13 20 28 0
8 11 13 22 0
8 11 13 26 28 0
8 11 13 30 0
8 11 14 17 24 0
8 11 14 18 25 28 0
8 11 14 24 25 28 0
8 11 15 17 24 0
8 11 16 17 24 0
8 11 17 20 24 0
8 11 17 24 26 0
8 11 17 30 0
8 11 18 20 25 28 0
8 11 18 25 26 28 0
8 11 20 21 24 25 0
8 11 20 24 25 28 0
8 11 22 25 0
8 11 22 30 0
8 11 24 25 26 28 0
8 11 25 30 0
8 11 26 30 0
8 11 29 30 0
8 12 15 22 0
8 12 15 25 0
8 12 15 28 0
8 12 16 21 25 0
8 12 16 22 0
8 12 16 28 0
8 12 17 25 0
8 12 17 28 0
8 12 21 23 25 0
8 12 21 25 27 0
8 12 22 23 0
8 12 22 27 0
8 12 23 28 0
8 12 27 28 0
8 13 14 17 25 0
8 13 14 17 28 0
8 13 14 23 28 0
8 13 15 18 0
8 13 15 22 0
8 13 15 25 0
8 13 15 28 0
8 13 16 17 25 0
8 13 16 18 30 0
8 13 16 21 25 0
8 13 16 22 0
8 13 16 28 0
8 13 17 20 25 0
8 13 17 20 28 0
8 13 17 25 26 0
8 13 17 26 28 0
8 13 18 23 30 0
8 13 20 21 23 25 0
8 13 20 21 25 27 0
8 13 20 23 28 0
8 13 20 27 28 0
8 13 20 28 29 0
8 13 22 23 0
8 13 22 27 0
8 13 22 29 0
8 13 23 26 28 0
8 13 23 28 30 0
8 13 26 27 28 0
8 13 26 28 29 0
8 14 17 18 0
8 14 17 24 25 0
8 14 17 24 28 0
8 14 18 23 25 28 0
8 14 23 24 25 28 0
8 15 17 18 0
8 15 17 24 28 0
8 15 18 25 0
8 15 18 26 30 0
8 15 22 25 0
8 15 22 30 0
8 15 24 25 0
8 15 25 30 0
8 16 17 18 0
8 16 17 24 25 0
8 16 17 24 28 0
8 16 18 25 28 0
8 16 18 26 30 0
8 16 21 24 25 0
8 16 22 25 0
8 16 22 30 0
8 16 24 25 28 0
8 16 25 30 0
8 16 26 28 30 0
8 17 18 20 0
8 17 18 26 0
8 17 18 30 0
8 17 20 24 25 0
8 17 20 24 28 0
8 17 22 0
8 17 24 25 26 0
8 17 24 26 28 0
8 17 25 30 0
8 17 28 30 0
8 18 20 23 25 28 0
8 18 23 25 26 28 0
8 18 23 26 30 0
8 18 29 30 0
8 20 21 23 24 25 0
8 20 21 24 25 27 0
8 20 23 24 25 28 0
8 20 24 25 27 28 0
8 22 23 25 0
8 22 23 30 0
8 22 25 27 0
8 22 25 29 0
8 22 29 30 0
8 23 24 25 26 28 0
8 23 25 30 0
8 23 26 28 30 0
8 25 29 30 0
9 10 12 14 21 0
9 10 12 21 26 0
9 10 12 30 0
9 10 13 14 21 0
9 10 13 21 26 0
9 10 14 15 17 0
9 10 14 17 21 0
9 10 14 17 27 0
9 10 14 17 29 0
9 10 15 17 21 29 0
9 10 16 17 21 29 0
9 10 17 20 21 29 0
9 10 17 21 26 0
9 10 21 30 0
9 12 14 15 0
9 12 14 16 21 0
9 12 14 17 0
9 12 14 21 23 0
9 12 14 21 27 0
9 12 15 26 0
9 12 15 29 0
9 12 15 30 0
9 12 16 21 26 0
9 12 16 30 0
9 12 17 26 0
9 12 17 29 0
9 12 17 30 0
9 12 21 23 26 0
9 12 21 26 27 0
9 12 21 29 0
9 12 23 30 0
9 12 29 30 0
9 13 14 15 0
9 13 14 16 21 0
9 13 14 17 21 0
9 13 14 17 27 0
9 13 14 17 29 0
9 13 14 21 23 0
9 13 14 21 27 0
9 13 14 21 29 0
9 13 15 21 26 0
9 13 15 21 29 0
9 13 16 21 26 0
9 13 16 21 29 0
9 13 17 21 26 0
9 13 20 21 29 0
9 13 21 23 26 0
9 13 21 26 27 0
9 13 21 26 29 0
9 14 15 17 24 0
9 14 15 30 0
9 14 17 21 24 0
9 14 17 24 27 0
9 14 17 24 29 0
9 14 29 30 0
9 15 17 21 24 29 0
9 15 17 30 0
9 15 19 30 0
9 15 21 30 0
9 15 24 30 0
9 15 28 30 0
9 16 17 21 24 29 0
9 16 21 30 0
9 17 20 21 24 29 0
9 17 21 24 26 0
9 17 21 30 0
9 17 29 30 0
9 19 29 30 0
9 21 23 30 0
9 21 29 30 0
9 24 29 30 0
9 27 30 0
10 11 14 15 17 0
10 11 14 17 21 0
10 11 14 17 27 0
10 11 14 17 29 0
10 11 15 17 21 29 0
10 11 16 17 21 29 0
10 11 17 20 21 29 0
10 11 17 21 26 0
10 12 14 22 0
10 12 14 28 0
10 12 18 21 0
10 12 18 22 0
10 12 18 28 0
10 12 18 30 0
10 12 22 26 0
10 12 22 30 0
10 12 25 30 0
10 12 26 28 0
10 12 28 30 0
10 13 14 18 21 0
10 13 14 21 22 0
10 13 14 21 28 0
10 13 18 20 21 0
10 13 18 21 22 0
10 13 18 21 26 0
10 13 21 22 26 0
10 13 21 26 28 0
10 14 15 17 28 0
10 14 15 25 0
10 14 17 21 28 0
10 14 17 25 27 0
10 14 17 25 29 0
10 14 17 27 28 0
10 14 17 28 29 0
10 14 21 25 0
10 14 25 27 28 0
10 14 25 28 29 0
10 15 17 21 28 29 0
10 15 17 25 26 0
10 15 17 25 29 0
10 15 19 25 26 0
10 15 19 25 29 0
10 15 21 25 29 0
10 15 25 26 27 0
10 15 25 26 28 0
10 15 25 27 29 0
10 15 25 28 29 0
10 16 17 21 28 29 0
10 16 17 25 29 0
10 16 21 25 29 0
10 16 25 28 29 0
10 17 20 21 28 29 0
10 17 20 25 29 0
10 17 21 26 28 0
10 17 25 26 27 0
10 17 25 26 29 0
10 18 20 21 25 0
10 18 21 22 25 0
10 18 21 30 0
10 20 21 25 29 0
10 20 25 28 29 0
10 21 22 30 0
10 21 25 26 0
10 21 25 30 0
10 21 28 30 0
10 25 26 27 28 0
10 25 26 28 29 0
11 12 14 15 0
11 12 14 17 0
11 12 14 21 0
11 12 14 22 0
11 12 14 28 0
11 12 15 26 0
11 12 15 29 0
11 12 17 26 0
11 12 17 29 0
11 12 18 21 0
11 12 18 22 0
11 12 18 28 0
11 12 21 26 0
11 12 21 29 0
11 12 22 26 0
11 12 26 28 0
11 12 30 0
11 13 14 15 0
11 13 14 17 27 0
11 13 14 17 29 0
11 13 14 21 0
11 13 15 19 30 0
11 13 15 21 29 0
11 13 15 24 30 0
11 13 16 21 29 0
11 13 18 20 21 0
11 13 18 21 22 0
11 13 20 21 29 0
11 13 21 26 0
11 13 27 30 0
11 14 15 17 24 0
11 14 15 26 30 0
11 14 17 21 24 0
11 14 17 24 27 0
11 14 17 24 29 0
11 14 18 21 25 0
11 14 21 22 25 0
11 14 21 24 25 0
11 14 29 30 0
11 15 17 21 24 29 0
11 15 17 30 0
11 15 19 26 30 0
11 15 24 26 30 0
11 16 17 21 24 29 0
11 17 20 21 24 29 0
11 17 21 24 26 0
11 17 27 30 0
11 17 29 30 0
11 18 20 21 25 0
11 18 21 22 25 0
11 18 21 25 26 0
11 19 29 30 0
11 21 22 25 26 0
11 21 24 25 26 0
11 21 30 0
11 24 29 30 0
11 26 27 30 0
11 27 29 30 0
12 14 15 22 0
12 14 15 25 0
12 14 15 28 0
12 14 16 21 25 0
12 14 16 22 0
12 14 16 28 0
12 14 17 22 0
12 14 17 25 0
12 14 17 28 0
12 14 21 23 25 0
12 14 21 25 27 0
12 14 22 23 0
12 14 22 27 0
12 14 23 28 0
12 14 27 28 0
12 15 18 0
12 15 22 26 0
12 15 22 30 0
12 15 25 26 0
12 15 25 29 0
12 15 25 30 0
12 15 26 28 0
12 15 28 30 0
12 16 18 21 0
12 16 18 22 0
12 16 18 28 0
12 16 18 30 0
12 16 21 25 26 0
12 16 22 26 0
12 16 22 30 0
12 16 25 30 0
12 16 26 28 0
12 16 28 30 0
12 17 18 0
12 17 22 26 0
12 17 22 30 0
12 17 25 26 0
12 17 25 29 0
12 17 25 30 0
12 17 26 28 0
12 17 28 30 0
12 18 21 23 0
12 18 21 27 0
12 18 21 29 0
12 18 22 23 0
12 18 22 27 0
12 18 23 28 0
12 18 23 30 0
12 18 27 28 0
12 18 27 30 0
12 18 29 30 0
12 21 23 25 26 0
12 21 25 26 27 0
12 21 25 29 0
12 22 23 26 0
12 22 23 30 0
12 22 26 27 0
12 22 29 0
12 23 25 30 0
12 23 26 28 0
12 23 28 30 0
12 25 29 30 0
12 26 27 28 0
12 27 28 30 0
12 28 29 0
13 14 15 18 0
13 14 15 22 0
13 14 15 25 0
13 14 15 28 0
13 14 16 21 22 0
13 14 16 21 25 0
13 14 16 21 28 0
13 14 17 21 25 0
13 14 17 21 28 0
13 14 17 25 27 0
13 14 17 25 29 0
13 14 18 21 23 0
13 14 18 21 27 0
13 14 18 21 29 0
13 14 21 22 23 0
13 14 21 23 25 0
13 14 21 23 28 0
13 14 21 25 27 0
13 14 21 25 29 0
13 14 22 27 0
13 14 22 29 0
13 14 27 28 0
13 14 28 29 0
13 15 17 25 26 0
13 15 17 25 29 0
13 15 18 19 22 0
13 15 18 19 30 0
13 15 18 21 0
13 15 18 22 24 0
13 15 18 22 28 0
13 15 18 24 30 0
13 15 19 22 26 0
13 15 19 25 26 0
13 15 19 25 29 0
13 15 21 22 26 0
13 15 21 25 26 0
13 15 21 25 29 0
13 15 21 26 28 0
13 15 21 28 29 0
13 15 22 24 26 0
13 15 22 26 28 0
13 15 25 26 27 0
13 15 25 26 28 0
13 15 25 27 29 0
13 15 25 28 29 0
13 15 28 30 0
13 16 17 25 29 0
13 16 18 21 0
13 16 21 22 26 0
13 16 21 25 26 0
13 16 21 25 29 0
13 16 21 26 28 0
13 16 21 28 29 0
13 16 25 28 29 0
13 17 20 25 29 0
13 17 21 25 26 0
13 17 21 26 28 0
13 17 25 26 27 0
13 17 25 26 29 0
13 18 20 21 23 0
13 18 20 21 27 0
13 18 20 21 29 0
13 18 21 22 23 0
13 18 21 23 26 0
13 18 21 26 27 0
13 18 21 26 29 0
13 18 22 27 0
13 18 27 30 0
13 19 22 29 0
13 20 21 25 29 0
13 20 21 28 29 0
13 20 25 28 29 0
13 21 22 23 26 0
13 21 22 29 0
13 21 23 25 26 0
13 21 23 26 28 0
13 21 25 26 27 0
13 21 25 26 29 0
13 21 26 27 28 0
13 21 26 28 29 0
13 22 24 29 0
13 22 26 27 0
13 22 27 29 0
13 22 28 29 0
13 25 26 27 28 0
13 25 26 28 29 0
13 27 28 30 0
14 15 17 18 0
14 15 17 22 0
14 15 17 24 28 0
14 15 18 25 0
14 15 18 26 30 0
14 15 22 25 0
14 15 22 30 0
14 15 24 25 0
14 15 25 30 0
14 16 21 22 25 0
14 16 21 24 25 0
14 17 18 21 0
14 17 18 27 0
14 17 18 29 0
14 17 21 22 0
14 17 21 24 25 0
14 17 21 24 28 0
14 17 22 27 0
14 17 24 25 27 0
14 17 24 25 29 0
14 17 24 27 28 0
14 17 24 28 29 0
14 18 21 23 25 0
14 18 21 25 27 0
14 18 21 25 29 0
14 18 25 27 28 0
14 18 25 28 29 0
14 18 29 30 0
14 21 22 23 25 0
14 21 23 24 25 0
14 21 24 25 27 0
14 21 24 25 29 0
14 22 25 27 0
14 22 25 29 0
14 22 29 30 0
14 24 25 27 28 0
14 24 25 28 29 0
14 25 29 30 0
15 17 18 21 0
15 17 18 22 0
15 17 18 25 0
15 17 18 30 0
15 17 21 24 28 29 0
15 17 22 26 0
15 17 22 30 0
15 17 25 30 0
15 17 28 30 0
15 18 19 25 0
15 18 19 26 30 0
15 18 21 25 0
15 18 21 30 0
15 18 24 25 0
15 18 24 26 30 0
15 18 25 27 0
15 18 25 28 0
15 19 22 25 26 0
15 19 22 30 0
15 19 25 30 0
15 21 22 25 26 0
15 21 22 30 0
15 21 25 30 0
15 21 28 30 0
15 22 24 30 0
15 22 25 26 28 0
15 22 28 30 0
15 24 25 26 0
15 24 25 29 0
15 24 25 30 0
15 25 28 30 0
15 26 28 30 0
16 17 18 21 0
16 17 18 25 27 0
16 17 18 25 29 0
16 17 21 24 28 29 0
16 17 24 25 29 0
16 18 21 25 0
16 18 21 30 0
16 18 25 27 28 0
16 18 25 28 29 0
16 21 22 25 26 0
16 21 22 30 0
16 21 24 25 26 0
16 21 24 25 29 0
16 21 25 30 0
16 21 28 30 0
16 24 25 28 29 0
17 18 20 21 0
17 18 20 25 27 0
17 18 20 25 29 0
17 18 21 22 0
17 18 21 26 0
17 18 21 30 0
17 18 22 27 0
17 18 25 26 27 0
17 18 25 26 29 0
17 18 27 30 0
17 18 29 30 0
17 20 21 24 28 29 0
17 20 24 25 29 0
17 21 22 26 0
17 21 22 30 0
17 21 24 25 26 0
17 21 24 26 28 0
17 21 25 30 0
17 21 28 30 0
17 22 26 27 0
17 22 29 0
17 24 25 26 27 0
17 24 25 26 29 0
17 25 29 30 0
17 27 28 30 0
18 19 29 30 0
18 20 21 23 25 0
18 20 21 25 27 0
18 20 21 25 29 0
18 20 25 27 28 0
18 20 25 28 29 0
18 21 22 23 25 0
18 21 23 25 26 0
18 21 23 30 0
18 21 25 26 27 0
18 21 25 26 29 0
18 21 27 30 0
18 21 29 30 0
18 22 25 27 0
18 24 29 30 0
18 25 26 27 28 0
18 25 26 28 29 0
18 26 27 30 0
18 27 29 30 0
19 22 25 29 0
19 22 29 30 0
19 25 29 30 0
20 21 24 25 29 0
20 24 25 28 29 0
21 22 23 25 26 0
21 22 23 30 0
21 22 25 29 0
21 22 29 30 0
21 23 24 25 26 0
21 23 25 30 0
21 23 28 30 0
21 24 25 26 27 0
21 24 25 26 29 0
21 25 29 30 0
21 27 28 30 0
22 24 25 29 0
22 24 29 30 0
22 25 26 27 0
22 25 27 29 0
22 25 28 29 0
22 27 30 0
24 25 26 27 28 0
24 25 26 28 29 0
24 25 29 30 0
25 27 30 0
26 27 28 30 0
28 29 30 0
